"CURRENT.BUILDING.EVAL.SCORE","PROPERTY.TYPE","YEAR.BUILT","CONFIRMED.UNITS","CONFIRMED.STOREYS","BUILDING.CLEANLINESS","BUILDING.EXTERIOR","COMMON.AREA.PESTS"
84,"PRIVATE",1948,31,3,3,2,3
77,"PRIVATE",1930,21,3,2,1,3
77,"PRIVATE",1930,23,3,3,3,3
76,"PRIVATE",1925,30,4,2,1,3
86,"PRIVATE",1925,30,4,2,1,3
87,"PRIVATE",1923,16,4,3,1,3
90,"PRIVATE",1923,16,4,2,1,3
95,"PRIVATE",1986,107,18,3,3,3
83,"PRIVATE",1967,28,4,3,2,3
90,"PRIVATE",1967,28,4,3,3,3
87,"PRIVATE",1952,11,3,3,3,3
83,"PRIVATE",1960,16,4,2,3,3
84,"PRIVATE",1927,42,4,3,2,3
87,"PRIVATE",1975,36,3,1,2,3
91,"PRIVATE",1975,36,3,3,3,3
91,"PRIVATE",1955,29,4,3,2,3
96,"PRIVATE",1955,29,4,3,3,3
96,"PRIVATE",1955,22,4,3,3,3
96,"PRIVATE",1955,22,4,3,3,3
82,"PRIVATE",1940,11,3,2,1,3
85,"PRIVATE",1968,226,20,3,2,3
92,"PRIVATE",1968,226,20,3,2,3
80,"PRIVATE",1969,267,16,3,1,3
92,"PRIVATE",1957,18,4,3,2,3
97,"PRIVATE",1957,18,4,3,3,3
99,"PRIVATE",1959,18,4,3,3,3
91,"PRIVATE",1960,52,7,3,2,3
86,"PRIVATE",1960,48,8,3,3,3
90,"PRIVATE",1937,32,5,3,3,3
92,"PRIVATE",1954,32,5,3,2,3
93,"PRIVATE",1954,32,5,2,2,3
97,"PRIVATE",1958,23,3,3,2,3
81,"PRIVATE",1958,16,3,3,1,3
81,"TCHC",1985,20,3,2,2,3
96,"TCHC",2015,83,9,3,2,3
93,"PRIVATE",1968,33,6,3,3,3
96,"PRIVATE",1968,33,6,3,3,3
92,"PRIVATE",1960,26,5,3,2,3
88,"PRIVATE",1957,111,7,1,1,3
92,"PRIVATE",1957,111,7,3,3,3
86,"PRIVATE",1957,96,7,2,1,3
91,"PRIVATE",1957,96,7,3,3,3
91,"TCHC",1960,200,6,3,2,3
95,"SOCIAL HOUSING",1989,170,11,3,3,3
79,"PRIVATE",1964,110,7,1,1,3
83,"PRIVATE",1964,110,7,3,2,3
94,"PRIVATE",1960,123,13,3,2,3
96,"PRIVATE",1960,123,13,3,3,3
79,"PRIVATE",1960,48,6,2,2,2
87,"SOCIAL HOUSING",1992,48,6,3,2,3
92,"PRIVATE",1972,105,11,3,3,3
90,"PRIVATE",1972,105,11,3,2,3
89,"PRIVATE",1964,90,7,3,2,3
90,"PRIVATE",1970,88,7,3,3,3
92,"PRIVATE",1970,88,7,2,3,3
75,"TCHC",1969,213,13,1,2,3
84,"TCHC",1969,213,13,3,1,3
81,"PRIVATE",1975,114,10,2,2,3
83,"PRIVATE",1975,114,10,2,1,3
79,"TCHC",1970,31,3,3,1,3
82,"TCHC",1970,31,3,1,1,3
80,"TCHC",1970,33,3,2,2,3
92,"PRIVATE",1950,10,3,3,2,3
92,"PRIVATE",1950,10,3,3,3,3
93,"PRIVATE",1950,10,3,3,3,3
93,"PRIVATE",1990,10,3,3,3,3
66,"PRIVATE",1960,12,3,2,2,3
89,"PRIVATE",1960,12,3,2,3,3
83,"PRIVATE",1960,12,3,3,2,3
86,"PRIVATE",1960,12,3,2,2,3
99,"PRIVATE",1955,11,3,3,3,3
85,"PRIVATE",1959,34,3,3,2,3
92,"PRIVATE",1959,34,3,3,2,3
95,"PRIVATE",1956,12,3,3,2,3
79,"PRIVATE",1958,11,3,3,1,3
81,"PRIVATE",1969,11,3,1,2,3
86,"PRIVATE",1969,11,3,3,3,3
98,"PRIVATE",1975,11,3,3,3,3
85,"PRIVATE",1956,12,3,2,3,3
65,"PRIVATE",1956,11,3,1,2,3
84,"PRIVATE",1956,11,3,3,2,3
63,"PRIVATE",1957,11,3,1,1,3
79,"PRIVATE",1957,11,3,3,1,3
79,"PRIVATE",1957,12,3,2,1,3
91,"PRIVATE",1957,12,3,3,2,3
79,"PRIVATE",1960,10,3,2,2,3
91,"PRIVATE",1960,10,3,3,2,3
85,"PRIVATE",1974,171,15,3,1,3
84,"TCHC",1974,48,4,3,1,3
71,"PRIVATE",1965,21,3,2,2,3
94,"PRIVATE",1965,21,3,3,2,3
81,"PRIVATE",1905,16,3,2,2,3
91,"PRIVATE",1905,16,3,3,2,3
78,"PRIVATE",1975,18,3,2,2,3
87,"PRIVATE",1928,18,3,3,3,3
87,"PRIVATE",1927,17,3,2,2,3
70,"PRIVATE",1920,27,3,2,1,3
87,"SOCIAL HOUSING",1940,20,4,2,2,3
89,"PRIVATE",1925,24,3,3,2,3
92,"PRIVATE",1925,24,3,3,2,3
72,"PRIVATE",1930,27,3,2,3,3
84,"PRIVATE",1930,27,3,3,2,3
70,"PRIVATE",1920,24,3,2,2,3
83,"PRIVATE",1920,24,3,3,2,3
89,"PRIVATE",1920,32,4,3,2,3
91,"PRIVATE",1920,32,4,2,2,3
80,"PRIVATE",1920,21,3,2,2,3
85,"PRIVATE",1920,21,3,3,2,3
94,"PRIVATE",1932,21,4,3,3,3
97,"PRIVATE",1932,21,4,2,2,3
94,"PRIVATE",1937,20,4,3,2,3
78,"PRIVATE",1920,23,3,2,2,3
93,"PRIVATE",1937,13,4,3,2,3
95,"PRIVATE",1937,13,4,3,2,3
77,"PRIVATE",1957,17,3,3,2,3
82,"PRIVATE",1957,17,3,3,2,3
92,"TCHC",2013,155,10,3,3,3
91,"TCHC",2009,61,8,3,2,2
91,"TCHC",2009,159,22,3,2,3
97,"TCHC",2009,159,22,3,3,3
68,"TCHC",1948,48,3,1,1,3
94,"PRIVATE",1956,11,3,3,2,3
95,"PRIVATE",1956,11,3,3,2,3
71,"PRIVATE",1955,34,4,1,3,3
90,"PRIVATE",1950,26,3,3,2,3
94,"PRIVATE",1950,26,3,3,2,3
99,"PRIVATE",2023,233,21,3,3,3
92,"PRIVATE",1977,428,34,1,2,1
88,"PRIVATE",1965,86,5,3,2,3
88,"PRIVATE",1966,24,3,3,1,3
94,"TCHC",1990,90,5,3,2,3
90,"PRIVATE",1979,238,20,2,3,3
93,"PRIVATE",1979,238,20,2,2,3
89,"PRIVATE",1979,238,20,2,2,3
93,"PRIVATE",1979,238,20,2,2,3
85,"PRIVATE",1953,26,4,3,2,3
91,"PRIVATE",1953,26,4,3,3,3
96,"PRIVATE",1954,26,4,3,3,3
87,"PRIVATE",1954,28,3,3,2,3
94,"PRIVATE",1952,10,3,3,3,3
89,"PRIVATE",1960,28,3,3,3,3
96,"PRIVATE",1960,28,3,3,3,3
98,"PRIVATE",1960,36,3,3,3,3
87,"PRIVATE",1960,36,3,2,2,3
74,"TCHC",1970,15,3,1,1,3
87,"TCHC",1970,15,3,2,3,3
73,"TCHC",1970,20,3,1,3,2
83,"TCHC",1970,20,3,2,2,3
91,"TCHC",1970,238,19,2,3,3
74,"PRIVATE",1967,164,15,1,1,2
87,"PRIVATE",1970,102,10,3,3,3
92,"PRIVATE",1967,141,12,3,1,3
96,"PRIVATE",1967,141,12,3,2,3
91,"PRIVATE",1967,220,14,3,2,3
86,"PRIVATE",1970,38,4,2,2,2
78,"TCHC",1972,185,11,2,2,3
90,"TCHC",1972,185,11,3,3,3
80,"TCHC",1972,185,11,2,3,3
88,"TCHC",1972,185,11,2,3,3
85,"TCHC",1974,375,13,1,2,2
85,"TCHC",1974,375,13,2,2,3
76,"TCHC",1974,345,14,1,1,3
84,"TCHC",1974,345,14,2,2,3
73,"PRIVATE",1940,15,3,3,2,3
77,"PRIVATE",1940,15,3,1,2,3
99,"SOCIAL HOUSING",1992,133,8,3,3,3
71,"PRIVATE",1954,29,3,3,3,3
85,"PRIVATE",1954,29,3,2,3,3
97,"SOCIAL HOUSING",2003,24,3,3,3,3
98,"SOCIAL HOUSING",2003,24,3,3,3,3
77,"PRIVATE",1959,10,3,3,1,3
87,"TCHC",1974,48,4,3,2,3
74,"TCHC",1974,48,4,1,1,3
88,"TCHC",1974,48,4,3,2,3
98,"SOCIAL HOUSING",2021,78,8,2,3,3
64,"PRIVATE",1964,12,4,2,2,3
88,"PRIVATE",1964,12,4,3,3,3
83,"TCHC",1984,21,4,2,2,2
90,"PRIVATE",1957,27,4,3,3,3
96,"PRIVATE",1957,27,4,3,3,3
92,"PRIVATE",1956,51,4,3,2,3
95,"PRIVATE",1956,51,4,3,3,3
95,"PRIVATE",1947,25,4,3,2,3
97,"PRIVATE",1947,25,4,3,2,3
65,"PRIVATE",1955,27,4,3,1,3
73,"PRIVATE",1958,26,4,3,2,3
91,"PRIVATE",1958,26,4,3,2,3
98,"PRIVATE",2019,501,19,3,3,3
99,"PRIVATE",2019,501,19,3,2,3
97,"PRIVATE",2021,346,29,3,3,3
100,"PRIVATE",2021,346,29,3,3,3
82,"PRIVATE",1969,167,13,1,2,3
80,"PRIVATE",1974,169,13,2,2,3
91,"PRIVATE",1974,169,13,3,2,3
83,"PRIVATE",1935,18,3,3,2,3
91,"PRIVATE",1935,18,3,3,2,3
91,"PRIVATE",1964,65,4,3,3,3
97,"PRIVATE",1964,65,4,3,2,3
94,"PRIVATE",1961,71,5,3,2,3
84,"PRIVATE",1950,24,4,2,3,3
97,"PRIVATE",1970,24,6,3,2,3
98,"PRIVATE",1970,24,6,3,2,3
65,"PRIVATE",1920,29,4,3,3,3
84,"PRIVATE",1920,29,4,3,2,3
74,"PRIVATE",1920,29,4,3,2,3
87,"PRIVATE",1920,29,4,3,2,3
75,"PRIVATE",1920,16,4,2,2,3
87,"PRIVATE",1920,16,4,3,2,3
84,"PRIVATE",1970,11,3,2,2,3
94,"SOCIAL HOUSING",1954,30,4,3,3,3
95,"SOCIAL HOUSING",1954,30,4,3,3,3
86,"PRIVATE",1932,16,4,1,2,3
95,"PRIVATE",1932,16,4,3,2,3
93,"PRIVATE",1932,16,4,3,2,3
91,"PRIVATE",1954,16,4,3,2,3
93,"PRIVATE",1954,16,4,2,3,3
92,"PRIVATE",1954,15,4,3,2,3
95,"PRIVATE",1954,15,4,3,2,3
92,"PRIVATE",1954,15,4,3,2,3
93,"PRIVATE",1954,15,4,3,2,3
94,"PRIVATE",1954,15,4,3,3,3
94,"PRIVATE",1954,15,4,3,3,3
93,"PRIVATE",1954,15,4,2,2,3
81,"SOCIAL HOUSING",1996,22,3,3,1,3
45,"PRIVATE",1915,25,3,1,1,3
78,"SOCIAL HOUSING",1910,23,4,2,2,3
93,"PRIVATE",1960,36,3,3,3,3
84,"TCHC",1982,251,9,2,2,3
91,"TCHC",1982,251,9,3,3,3
96,"SOCIAL HOUSING",1991,112,5,2,3,3
97,"PRIVATE",1960,200,12,3,3,3
93,"PRIVATE",1968,224,16,3,2,3
98,"PRIVATE",1969,129,14,3,2,3
99,"PRIVATE",1969,129,14,3,3,3
95,"PRIVATE",1970,106,12,3,3,3
89,"TCHC",1994,128,11,1,3,2
87,"TCHC",1970,14,3,3,3,3
84,"TCHC",1971,14,4,3,2,3
94,"TCHC",1971,14,4,3,3,3
83,"SOCIAL HOUSING",1995,17,3,3,2,3
90,"SOCIAL HOUSING",1995,17,3,2,3,3
78,"TCHC",1961,25,6,2,1,3
81,"TCHC",1961,25,6,3,2,3
84,"PRIVATE",1955,23,4,2,3,3
85,"PRIVATE",1955,23,4,3,2,3
88,"PRIVATE",1971,303,22,2,2,3
97,"PRIVATE",1971,303,22,3,2,3
96,"PRIVATE",1959,99,5,3,2,3
100,"PRIVATE",1959,99,5,3,3,3
96,"PRIVATE",1959,100,4,3,3,3
93,"PRIVATE",1959,71,4,3,2,3
98,"PRIVATE",1959,71,5,3,3,3
100,"PRIVATE",1959,71,5,3,3,3
100,"PRIVATE",2018,503,51,3,3,3
80,"PRIVATE",1959,10,3,3,1,3
57,"PRIVATE",1959,10,3,1,1,3
90,"PRIVATE",1958,10,3,3,3,3
90,"PRIVATE",1961,10,3,3,1,3
88,"PRIVATE",1967,20,3,3,2,3
73,"PRIVATE",1965,15,3,3,2,3
92,"PRIVATE",1965,15,3,3,2,3
96,"PRIVATE",1958,15,3,3,2,3
89,"PRIVATE",1958,10,3,3,2,3
78,"PRIVATE",1967,207,13,1,3,2
80,"PRIVATE",1967,207,13,1,2,3
80,"PRIVATE",1967,214,13,1,3,3
75,"PRIVATE",1967,214,13,2,2,3
93,"PRIVATE",1969,161,20,2,2,3
93,"PRIVATE",1969,161,20,2,3,3
87,"PRIVATE",1963,76,6,3,3,3
83,"PRIVATE",1963,95,7,2,2,3
85,"PRIVATE",1963,95,7,3,2,3
82,"PRIVATE",1962,76,6,3,2,3
81,"PRIVATE",1962,76,6,3,2,3
75,"PRIVATE",1960,87,6,3,1,3
86,"PRIVATE",1970,350,15,3,2,3
89,"PRIVATE",1970,350,15,3,2,3
82,"PRIVATE",1962,24,4,3,1,3
86,"PRIVATE",1962,24,4,3,2,3
80,"TCHC",1955,13,3,3,2,3
91,"TCHC",1955,13,3,1,2,3
95,"PRIVATE",1961,71,5,3,3,3
82,"PRIVATE",1910,10,3,3,2,3
95,"PRIVATE",1910,10,3,3,2,3
68,"PRIVATE",1930,46,4,3,1,3
91,"PRIVATE",1968,68,9,3,2,3
90,"PRIVATE",1968,68,9,3,2,3
81,"PRIVATE",1968,86,11,3,2,3
80,"PRIVATE",1968,86,11,2,2,3
98,"TCHC",2003,54,7,3,3,3
89,"PRIVATE",1960,54,6,3,2,3
88,"SOCIAL HOUSING",1940,12,3,3,3,3
88,"SOCIAL HOUSING",1940,12,3,3,2,3
90,"SOCIAL HOUSING",1979,109,3,3,2,3
66,"PRIVATE",1960,56,6,2,2,3
66,"PRIVATE",1960,18,3,1,2,3
93,"PRIVATE",1950,12,3,3,2,3
95,"PRIVATE",1950,12,3,3,3,3
83,"PRIVATE",1951,12,3,2,2,3
93,"PRIVATE",1951,12,3,3,3,3
79,"PRIVATE",1965,18,3,2,2,3
92,"PRIVATE",1951,12,3,3,3,3
96,"PRIVATE",1951,12,3,3,3,3
83,"PRIVATE",1954,18,3,3,3,3
93,"PRIVATE",1954,18,3,3,2,3
85,"PRIVATE",1951,12,3,1,2,3
85,"PRIVATE",1950,83,4,2,2,3
93,"PRIVATE",1958,12,3,3,2,3
91,"SOCIAL HOUSING",1910,23,4,3,3,3
83,"PRIVATE",1917,11,3,2,2,3
74,"PRIVATE",1912,38,3,1,1,3
77,"PRIVATE",1912,38,3,1,2,3
83,"PRIVATE",1900,41,3,3,2,3
77,"PRIVATE",1900,74,6,1,1,3
90,"PRIVATE",1900,74,6,3,1,3
86,"PRIVATE",1922,42,4,3,1,3
90,"PRIVATE",1950,11,3,3,3,3
84,"TCHC",1994,204,16,1,2,3
93,"TCHC",1994,204,16,3,2,3
99,"PRIVATE",1987,228,19,3,3,3
99,"PRIVATE",1987,289,21,3,3,3
80,"TCHC",1988,106,6,2,1,3
82,"TCHC",1990,73,7,1,2,3
76,"PRIVATE",1970,33,7,3,2,3
90,"PRIVATE",1930,16,4,3,2,3
87,"PRIVATE",1930,16,4,3,2,3
87,"PRIVATE",1930,12,3,3,2,3
90,"PRIVATE",1930,12,3,3,1,3
86,"PRIVATE",1967,101,9,3,2,3
85,"PRIVATE",1960,61,7,3,2,3
92,"PRIVATE",1960,61,7,3,2,3
69,"PRIVATE",1928,32,4,1,1,3
80,"PRIVATE",1928,32,4,2,2,3
100,"PRIVATE",2018,503,51,3,3,3
94,"PRIVATE",1967,60,4,3,2,3
88,"PRIVATE",1970,79,10,2,1,3
83,"PRIVATE",1970,53,4,2,2,3
90,"PRIVATE",1970,53,4,3,2,3
86,"PRIVATE",1966,44,4,3,2,3
90,"PRIVATE",1970,370,22,3,2,3
95,"PRIVATE",1970,370,22,3,3,3
98,"SOCIAL HOUSING",2005,92,4,3,3,3
98,"SOCIAL HOUSING",2005,92,4,3,3,3
98,"PRIVATE",1965,138,11,3,3,3
84,"PRIVATE",1960,78,7,3,2,3
87,"PRIVATE",1960,78,7,3,2,3
80,"PRIVATE",1962,78,7,3,2,3
90,"PRIVATE",1962,78,7,3,2,3
98,"PRIVATE",1963,155,11,3,2,3
96,"PRIVATE",1960,52,4,3,3,3
94,"PRIVATE",1968,139,18,3,2,3
99,"PRIVATE",1968,139,18,3,2,3
90,"PRIVATE",1967,180,17,3,1,3
93,"PRIVATE",1967,180,17,3,2,3
76,"SOCIAL HOUSING",1989,200,9,1,2,3
88,"SOCIAL HOUSING",1966,32,3,2,3,3
85,"PRIVATE",1965,187,15,3,2,3
82,"PRIVATE",1950,25,4,3,1,3
98,"SOCIAL HOUSING",1982,76,7,3,2,3
93,"PRIVATE",1960,74,6,3,2,3
97,"PRIVATE",1960,74,6,3,2,3
84,"TCHC",1955,20,3,3,2,3
91,"TCHC",1955,20,3,1,3,3
76,"SOCIAL HOUSING",1994,100,8,3,2,3
87,"SOCIAL HOUSING",1994,100,8,3,3,3
79,"PRIVATE",1965,92,9,2,2,3
90,"PRIVATE",1959,30,3,3,2,3
89,"PRIVATE",1960,34,4,3,3,3
90,"PRIVATE",1960,34,4,3,2,3
96,"PRIVATE",1979,70,4,3,3,3
96,"PRIVATE",1979,70,4,3,3,3
99,"PRIVATE",1961,32,4,3,2,3
82,"PRIVATE",1960,121,16,2,2,3
84,"PRIVATE",1960,121,16,1,2,3
90,"PRIVATE",1960,121,16,2,2,3
77,"PRIVATE",1927,19,3,2,2,3
82,"PRIVATE",1927,19,3,2,2,3
70,"PRIVATE",1915,20,3,2,1,2
89,"PRIVATE",1915,20,3,3,1,3
73,"PRIVATE",1929,12,4,1,2,3
87,"PRIVATE",1929,12,4,3,3,3
85,"PRIVATE",1930,24,3,3,2,3
86,"PRIVATE",1930,24,3,3,2,3
95,"PRIVATE",1959,87,10,3,2,3
90,"PRIVATE",1965,60,7,3,2,3
92,"PRIVATE",1965,60,7,3,2,3
88,"PRIVATE",1934,46,5,3,2,3
91,"PRIVATE",1934,46,5,3,2,3
70,"PRIVATE",1953,12,3,2,2,3
84,"PRIVATE",1954,12,3,2,2,3
84,"PRIVATE",1980,12,3,3,3,3
86,"PRIVATE",1980,12,3,3,3,3
86,"PRIVATE",1959,12,3,2,2,3
92,"PRIVATE",1959,12,3,3,2,3
70,"PRIVATE",1951,11,3,2,2,3
81,"PRIVATE",1951,11,3,3,2,3
67,"PRIVATE",1951,12,3,2,2,3
92,"PRIVATE",1951,12,3,3,2,3
79,"PRIVATE",1951,13,3,2,2,3
89,"PRIVATE",1951,13,3,3,2,3
82,"PRIVATE",1951,12,3,2,3,3
88,"PRIVATE",1951,12,3,3,2,3
84,"PRIVATE",1951,12,3,2,2,3
93,"PRIVATE",1951,12,3,2,2,3
89,"PRIVATE",1953,11,3,3,3,3
88,"PRIVATE",1953,11,3,3,2,3
86,"PRIVATE",1953,11,3,2,2,3
87,"PRIVATE",1953,11,3,3,2,3
84,"PRIVATE",1953,11,3,3,3,3
83,"PRIVATE",1970,16,4,2,2,3
91,"PRIVATE",1970,32,4,3,2,3
97,"TCHC",1918,13,3,3,3,3
95,"TCHC",2010,84,10,3,3,3
80,"SOCIAL HOUSING",2012,87,4,1,3,3
96,"PRIVATE",1960,16,4,3,3,3
87,"PRIVATE",1967,230,13,3,2,3
86,"PRIVATE",1967,230,13,3,1,3
86,"PRIVATE",1965,34,6,2,3,3
93,"PRIVATE",1965,34,6,3,2,3
80,"PRIVATE",1967,175,23,2,2,2
86,"PRIVATE",1967,175,23,2,2,3
89,"PRIVATE",1963,175,9,3,2,3
65,"PRIVATE",1960,12,3,1,1,3
90,"PRIVATE",1967,11,3,3,2,3
83,"PRIVATE",1957,12,3,3,1,3
64,"PRIVATE",1957,12,3,3,2,3
81,"PRIVATE",1957,12,3,3,2,3
74,"PRIVATE",1957,12,3,2,2,3
82,"PRIVATE",1957,12,3,3,2,3
88,"TCHC",1994,95,6,3,2,3
92,"TCHC",1994,95,6,3,2,3
94,"TCHC",1992,176,9,3,2,3
94,"TCHC",1992,176,9,3,1,3
92,"TCHC",1992,121,7,3,2,3
93,"PRIVATE",1959,74,4,3,2,3
88,"PRIVATE",1950,32,4,2,1,2
94,"PRIVATE",1950,32,4,3,2,3
94,"PRIVATE",1955,30,4,3,2,3
96,"PRIVATE",1955,26,4,3,3,3
95,"PRIVATE",1955,26,4,3,3,3
85,"PRIVATE",1959,28,4,2,3,3
86,"PRIVATE",1959,28,4,3,3,3
87,"PRIVATE",1970,128,19,2,3,3
95,"PRIVATE",1970,128,19,3,3,3
91,"PRIVATE",1970,126,19,3,3,3
49,"PRIVATE",1970,128,18,0,3,0
85,"PRIVATE",1958,35,4,3,2,3
94,"PRIVATE",1958,35,4,3,3,3
86,"PRIVATE",1969,149,15,3,2,3
92,"PRIVATE",1969,149,15,3,2,3
96,"PRIVATE",2010,74,7,3,3,3
99,"PRIVATE",2010,74,7,3,3,3
97,"PRIVATE",2010,74,7,3,3,3
73,"PRIVATE",1970,219,17,2,2,2
83,"PRIVATE",1968,52,4,2,2,3
86,"PRIVATE",1968,52,4,3,3,3
70,"PRIVATE",1969,37,4,2,2,3
81,"PRIVATE",1969,37,4,1,1,3
94,"TCHC",1975,300,13,3,3,3
96,"TCHC",1975,300,13,3,2,3
77,"PRIVATE",1969,106,10,2,2,3
89,"PRIVATE",1960,154,14,3,2,3
94,"PRIVATE",1970,120,10,3,3,3
80,"PRIVATE",1965,83,12,3,2,3
88,"PRIVATE",1966,112,12,3,3,3
94,"PRIVATE",1966,112,12,3,3,3
94,"PRIVATE",1961,144,13,3,2,3
97,"PRIVATE",1961,144,13,3,3,3
65,"PRIVATE",1950,16,4,1,1,3
81,"PRIVATE",1950,16,4,2,2,3
89,"PRIVATE",1957,152,13,3,1,3
93,"PRIVATE",1962,122,12,2,2,3
94,"PRIVATE",1962,122,12,3,2,3
87,"PRIVATE",1955,42,4,3,3,3
97,"PRIVATE",1955,42,4,3,3,3
93,"PRIVATE",1960,48,9,2,1,3
80,"SOCIAL HOUSING",1967,52,4,3,1,3
86,"TCHC",1953,42,8,3,2,3
97,"TCHC",1953,42,8,3,2,3
86,"PRIVATE",1951,10,3,3,2,3
42,"PRIVATE",1962,13,3,0,3,0
88,"PRIVATE",1962,13,3,3,2,3
89,"PRIVATE",1955,12,3,2,3,3
77,"PRIVATE",1917,10,3,3,3,3
87,"PRIVATE",1966,224,16,3,2,3
84,"PRIVATE",1969,147,15,3,2,2
93,"PRIVATE",1965,231,11,3,2,3
96,"PRIVATE",1965,231,11,3,2,3
66,"SOCIAL HOUSING",1960,77,6,1,1,3
86,"SOCIAL HOUSING",1960,77,6,2,2,3
91,"SOCIAL HOUSING",1987,15,4,3,3,3
94,"SOCIAL HOUSING",1987,15,4,2,2,3
98,"PRIVATE",2019,296,25,3,3,3
92,"PRIVATE",2010,141,10,3,3,3
95,"PRIVATE",2010,141,10,3,3,3
94,"PRIVATE",1962,114,7,3,2,3
90,"SOCIAL HOUSING",2012,87,4,3,3,3
53,"PRIVATE",1969,260,17,1,1,3
64,"TCHC",1972,469,27,1,1,1
87,"TCHC",1972,469,27,2,2,3
81,"PRIVATE",1972,327,23,2,2,3
92,"PRIVATE",1945,11,3,3,2,3
98,"PRIVATE",1945,11,3,3,3,3
97,"PRIVATE",1945,11,3,3,3,3
98,"PRIVATE",1945,11,3,3,3,3
91,"PRIVATE",1945,11,3,3,2,3
98,"PRIVATE",1945,11,3,3,3,3
98,"PRIVATE",1945,11,3,3,3,3
99,"PRIVATE",1945,11,3,3,3,3
89,"PRIVATE",1965,216,17,2,1,3
95,"PRIVATE",1965,216,17,3,2,3
88,"PRIVATE",1965,221,15,3,3,3
83,"PRIVATE",1965,223,16,1,2,3
89,"PRIVATE",1965,223,16,3,2,3
91,"PRIVATE",1986,171,12,3,2,3
99,"PRIVATE",1986,171,12,3,2,3
82,"PRIVATE",1968,151,19,3,1,3
55,"PRIVATE",1929,24,4,1,1,3
92,"PRIVATE",1960,24,4,3,3,3
86,"PRIVATE",1959,29,8,2,1,3
90,"PRIVATE",1959,29,8,3,2,3
70,"PRIVATE",1960,47,5,3,1,3
85,"PRIVATE",1958,48,5,3,2,3
85,"PRIVATE",1958,48,5,3,2,3
94,"PRIVATE",1955,33,4,3,2,3
90,"PRIVATE",1952,80,7,2,2,3
90,"PRIVATE",1959,36,4,3,3,3
96,"PRIVATE",1959,36,4,3,2,3
88,"TCHC",1962,63,8,3,3,3
93,"PRIVATE",1968,178,16,3,2,3
93,"PRIVATE",1968,178,16,3,2,3
90,"PRIVATE",1965,186,16,3,2,3
89,"PRIVATE",1969,93,14,3,2,3
99,"PRIVATE",1955,31,4,3,2,3
81,"PRIVATE",1965,148,17,1,1,3
97,"PRIVATE",2022,349,39,3,3,3
100,"PRIVATE",2022,349,39,3,3,3
96,"PRIVATE",2008,72,8,3,2,3
96,"PRIVATE",2008,72,8,3,2,3
95,"PRIVATE",1955,104,8,3,1,3
99,"PRIVATE",1955,104,8,3,3,3
90,"SOCIAL HOUSING",1996,80,4,3,3,3
92,"SOCIAL HOUSING",1996,80,4,2,2,3
96,"TCHC",1957,31,3,3,2,3
76,"SOCIAL HOUSING",2019,30,4,2,1,3
84,"TCHC",1957,30,4,2,2,3
85,"TCHC",1957,30,4,2,3,3
98,"TCHC",1957,30,4,3,2,3
94,"PRIVATE",1969,100,6,3,3,3
98,"PRIVATE",1969,100,6,3,3,3
86,"PRIVATE",1965,106,6,3,2,3
97,"PRIVATE",1969,129,11,3,3,3
86,"PRIVATE",1960,40,4,2,2,3
91,"PRIVATE",1960,40,4,3,1,3
93,"PRIVATE",1960,40,4,3,2,3
91,"PRIVATE",1968,181,7,3,2,3
87,"TCHC",2008,27,4,2,2,3
89,"PRIVATE",1972,266,20,2,2,3
93,"PRIVATE",1967,204,15,2,2,3
94,"PRIVATE",1967,204,15,3,3,3
67,"TCHC",1973,301,16,1,1,1
92,"TCHC",1973,301,16,3,2,3
99,"PRIVATE",1975,371,17,3,3,3
69,"TCHC",1978,174,7,1,1,1
83,"TCHC",1978,174,7,2,2,3
78,"PRIVATE",1975,225,23,2,2,3
64,"SOCIAL HOUSING",1988,60,6,1,1,2
86,"SOCIAL HOUSING",1988,60,6,1,2,3
68,"TCHC",1975,200,7,1,1,1
92,"TCHC",1975,200,7,3,2,3
90,"PRIVATE",1955,23,4,3,2,3
97,"PRIVATE",1955,23,4,3,3,3
75,"TCHC",1975,102,4,1,1,2
86,"PRIVATE",1809,10,4,3,2,3
89,"PRIVATE",1838,12,3,3,2,3
91,"PRIVATE",1838,12,3,3,2,3
77,"PRIVATE",1974,121,13,1,2,3
87,"PRIVATE",1931,38,4,2,2,3
89,"PRIVATE",1931,38,4,3,3,3
90,"PRIVATE",1960,67,7,3,2,3
98,"PRIVATE",1962,114,7,3,2,3
88,"PRIVATE",2010,291,14,3,2,3
90,"PRIVATE",2005,116,9,3,2,3
85,"PRIVATE",1966,188,16,3,2,3
89,"PRIVATE",1966,188,16,2,3,3
96,"PRIVATE",1966,174,14,3,3,3
93,"PRIVATE",1979,200,13,3,3,3
97,"PRIVATE",1979,200,13,3,2,3
60,"PRIVATE",1960,24,3,3,2,3
90,"PRIVATE",1927,21,4,3,3,3
86,"SOCIAL HOUSING",1967,159,22,2,3,3
92,"PRIVATE",1973,183,24,3,2,3
95,"PRIVATE",1957,11,3,3,3,3
100,"PRIVATE",2022,177,20,3,3,3
88,"PRIVATE",1927,15,4,3,2,3
94,"PRIVATE",1927,15,4,3,2,3
88,"PRIVATE",1925,14,4,3,2,3
94,"PRIVATE",1925,14,4,3,2,3
91,"PRIVATE",1927,19,4,2,3,3
94,"PRIVATE",1927,19,4,2,3,3
92,"PRIVATE",1923,10,4,3,2,3
